user_id,song_id,listen_cnt,song_name,artist_id,artist_name,album_id,album_name,genre_id,genre_name,domestic_yn,reg_date
67560825,123742943,12,Indahnya Ramadhan,10000136,Opick,14249204,Wahai Pemilik Jiwa,100056,Religi-Muslim,Y,2021-04-13 10:50:52.027268
67560825,123740693,11,Laa Haula Walaa Quwwata illaa Billaah,11652243,Aquila,14245044,Laa Haula Walaa Quwwata illaa Billaah (Single),100010,Pop,Y,2021-04-13 10:51:16.151747
67560825,123742898,12,Sang Cahaya Kehidupan (Sholawat),10000136,Opick,14249204,Wahai Pemilik Jiwa,100056,Religi-Muslim,Y,2021-04-15 10:49:30.724063
67563197,117650503,12,ADUHAI,11225516,RHOMA IRAMA DAN RIZA UMAMI,11117009,ALBUM LARI PAGI,100045,Dangdut,Y,2021-04-13 14:06:47.230197
67563197,117597101,13,Kerinduan,10002049,Rhoma Irama & Rita Sugiarto,11105127,Album Terbaik Rhoma Irama & Rita Sugiarto,100045,Dangdut,Y,2021-04-13 18:57:27.034799
67563197,113740781,14,Sengsara,10752382,Mansyur. S,10556537,Kenangan Legendaris Dangdut Indonesia Vol. 1,100045,Dangdut,Y,2021-04-13 15:23:12.682551
67563197,111678963,13,Takut Sengsara,10314237,Meggie. Z,10257891,Best Of The Best Meggie Z vol 1,100045,Dangdut,Y,2021-04-13 19:01:05.797484
67563197,114305322,12,TERIMA DIA YANG MALANG,10001578,Mansyur S,10624686,NEO DANGDUT MANSYUR S,100045,Dangdut,Y,2021-04-13 19:06:42.248638
67563769,120457976,15,Aduh,11242621,Marion Jola,11694072,Aduh,100010,Pop,Y,2021-04-13 14:02:09.378953
67563769,120665846,19,Bertaut,11715204,Nadin Amizah,11938412,Selamat Ulang Tahun,100010,Pop,Y,2021-04-13 13:52:59.123255
67563769,116995629,11,MERINDUKAN MU,11151943,DASH UCIHA,11015185,MERINDUKAN MU (Single),100010,Pop,Y,2021-04-13 15:48:34.054803
67564373,123741938,26,Hari Bahhagia,10967945,Aurelie Hermansyah,14247724,Hari Bahhagia (Single),100010,Pop,Y,2021-04-14 09:38:16.275803
67568518,120713986,17,Ada Kamu Di Sini,56059,Felix,12021532,Selaras,100010,Pop,Y,2021-04-13 13:56:58.288566
67568518,121525166,17,Ada Rindu Untukmu,11768004,Felix Irwan,12729692,Ada Rindu Untukmu,100010,Pop,Y,2021-04-13 14:16:14.687814
67568518,120683831,16,Akhiri Ini Dengan Indah,56059,Felix,11967072,Akhiri Ini Dengan Indah,100010,Pop,Y,2021-04-13 14:13:27.694158
67568518,120713981,11,Akhiri Ini Dengan Indah,56059,Felix,12021532,Selaras,100010,Pop,Y,2021-04-13 14:31:12.901439
67568518,120485806,15,Aku Masih Seperti Yang Dulu,11768004,Felix Irwan,11724232,Aku Masih Seperti Yang Dulu,100010,Pop,Y,2021-04-13 14:27:30.311634
67568518,120713961,15,Aku Milikmu Malam Ini,56059,Felix,12021532,Selaras,100010,Pop,Y,2021-04-13 15:00:21.787410
67568518,120299004,17,Apa Salah Dan Dosaku,11658563,Betrand Peto Putra Onsu,11578287,Malaikat Penjagaku,100010,Pop,Y,2021-04-13 21:12:21.559027
67568518,120713966,12,Benar Benar,56059,Felix,12021532,Selaras,100010,Pop,Y,2021-04-13 14:47:31.845305
